Piece Title,Publisher/Library,Exclusive / Non Exclusive,Publishers Split,Writers Split,Master Owner,Genre,Description,Bpm,Key,Time Signature,Mode,Duration,Instruments,Keywords,Mood,Production Style,Sounds like,Overall Quality,Has TV Usage,Has Stock Music Sales,Usage: Syncs and Dates,Soundcloud Link,Data Complete,Notes,,,
Pull the Trigger,Atrium,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 85% Lexi Scatena 15% unofficial",Nikolas Korolog,Pop,An upbeat pop song about making the first move,102.5,Gm,4/4,Aeolian,2:49,"Elec Guitar, Elec Drums, Female Vox, Synth Bass","pop, groove, romance, kiss, relationship, gun, shoot","romantic, exciting, ","romance, romantic comedy, teen, drama",?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166905378%3Fsecret_token%3Ds-hh2LyODA5gT&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/pull-the-trigger/s-hh2LyODA5gT"" title=""PULL THE TRIGGER - feat. Lexi Scatena"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">PULL THE TRIGGER - feat. Lexi Scatena</a></div>",checked,Lexi Scatena Vocals,,,
I Love You,Atrium,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 85% Lexi Scatena 15% unofficial",Nikolas Korolog,Pop,I hate this song it's embarassingly bad please let's forget it ever happened. Nerdy indie electronic love song with puns pretaining to math,140,F#,4/4,Ionian,3:18,"Synth, Elec Drums, Male Vox.","nerdy, geeky, nerd, geek, math, mathematics, indie, sandstorm, lovesong, cute","happy, cute, love","romance, romantic comedy, teen",A stupid fart,1,,,-,,checked,,,,
Ghosted,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 85% Lexi Scatena 15% Unofficial,Nikolas Korolog,Pop,Modern pop tune about a failed relationship. Like the opposite of Call me Maybe.,140,A,4/4,Ionian,3:17,"String Section, Drums, Synth, Female Vox","upbeat, romance, unrequited, love, pop, ","upbeat, fun, pop, cheerful","romance, romantic comedy, teen",Carly Rae Jepsen,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166905603%3Fsecret_token%3Ds-Nc520uQTs2k&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/ghosted/s-Nc520uQTs2k"" title=""Ghosted"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Ghosted</a></div>",checked,,,,
RIP Current Trend,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 85% Danielle Ferrari 15% Unofficial,Nikolas Korolog,Pop,Interesting and different tropical EDM tune,80,b,4/4,Mixolydian,3:04,"Synth, synth bass,  Elec. Drums, Male Vocals, Female Vocals","Ocean, Africa, Ethnic, Island, Oasis, Beach, Tropical","Happy, Introspective, Cheerful, Uplifting","Documentary, Drama, Reality",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168949806%3Fsecret_token%3Ds-yVRE0vZUYVo&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/rip-current-trend/s-yVRE0vZUYVo"" title=""RIP Current Trend"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">RIP Current Trend</a></div>",checked,,,,
Free,Unpublished,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 85% Lexi Scatena 15% Unofficial,Nikolas Korolog,Pop,Pop tune written for a 'free' item promotion,105,F,4/4,Lydian,3:38,"Synth, synth bass,  Elec. Drums,  Female Vocals","Awkward, Weird, ",Happy,"Reality, Drama",?,1,,,-,,checked,"Not a good song, embarrassing",,,
Don't Stop Dancing,Unpublished,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 85% Lexi Scatena 15% Unofficial,Nikolas Korolog,Pop,Pop tune written for an early pitch,130,G,4/4,Ionian,3:18,"Synth, synth bass,  Elec. Drums,  Female Vocals","club, dancing, clubbing, upbeat, cheerful","Earnest, Lonely","Reality, Drama",?,1,,,-,,checked,"Not a good song, embarrassing",,,
Sunny Side Love,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Pop, Acoustic","Soft, uplifting pop rock",73,Db,4/4,Ionian,2:49,"Piano, Drums, Guitar, Trumpet, Organ","Sunny, Working, hard work, rock, acoustic, guitar, piano, reality","Encouraging, uplifting, hopeful","Reality, Romance",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/912304126%3Fsecret_token%3Ds-OoGwzx4LD6F&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/sunny-side-love-instrumental/s-OoGwzx4LD6F"" title=""Sunny - Side Love Instrumental"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Sunny - Side Love Instrumental</a></div>",checked,,,,
Keep My Distance,? Unpublished,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 85% Lexi Scatena 15% Unofficial,Nikolas Korolog,"Pop, Ballad",Piano/vocal pop ballad,,,4/4,Ionian,4:00,,,,,?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168951438%3Fsecret_token%3Ds-SxC2w3tcdE9&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/keep-my-distance-ft-lexi-scatena/s-SxC2w3tcdE9"" title=""Keep My Distance Ft. Lexi Scatena"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Keep My Distance Ft. Lexi Scatena</a></div>",,,,,
Holding my Breath,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Pop, Ballad",A sad and moving acoustic piano ballad inspired by Lewis Capaldi's Somebody You Loved,86,A,4/4,Ionian,3:26,"Piano, Male Vox, Drum Set, Cello,","Lewis, Capaldi, Somebody, You, Loved, Change, Liar, Lie, Breakup, Break, Up, Depressing, Moving, Emotional, Acoustic, Harmony, Boy, Boy Vocals, Pop, Ballad, Apotheosis, Ending, Title Track, Ballad, Piano, Live, Live recording, emotion, Loss, death, Sinking, ","Gloomy, Lost, Romantic, Sad, Sentimental, Depressed, Dark, Lonely","Romance, Romantic Comedy, Teen, Main Title, Heroic, Crime",Lewis Capaldi,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168951975%3Fsecret_token%3Ds-BkAFyGFvKTX&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/holding-my-breath-feat-lorenzo-wood-1/s-BkAFyGFvKTX"" title=""Holding My Breath - feat Lorenzo Wood"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Holding My Breath - feat Lorenzo Wood</a></div>",checked,,,,
Blacked Out,? Unpublished,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Pop, Rock","Pop, electronic rock, bad song",,,4/4,Ionian,3:21,,,,,?,1,,,-,,,,,,
For Amber,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 85% Lexi Scatena 15% unofficial",Nikolas Korolog,"Pop, Synthpop","Uplifting electronic pop song with a positive, inspirational message",108,A,4/4,Ionian,2:45,"Synth, Elec Drums, Synth Flute, Male Vox","christian, uplifting, optimistic, bouncy, synthpop","happy, uplifiting, optimistic, cheerful","Teen, Commercial",Owl City,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168952362%3Fsecret_token%3Ds-GOXELng1AVi&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/for-amber/s-GOXELng1AVi"" title=""For Amber"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">For Amber</a></div>",checked,Niko Vocals,,,
Halo High,Melod.ie,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Pop, Synthpop",Uplifting and highly melodic synthpop song with a tempo split at 45/90/180 and delicious doubletime triplet fill,90,G,4/4,Ionian,3:29,"Synth, Synth Bass, Elec. Drums, Strings, Female Vox","Uplifting, Epic, Sweet, Dramatic, Awesome, Synthpop, Synth, Modal, Mode, Max Martin, Greeting, Hello, Sweetness, Rush, Sugar, Sugar Rush","Happy, Joyous, Cheerful, Majestic, ","Teen, Romance, Drama",Carly Rae Jepsen,5,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1026961108&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/halo-1st"" title=""Halo High - Danielle Hollobaugh"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Halo High - Danielle Hollobaugh</a></div>",checked,,,,
Make me feel Pretty with the Lights Out,"Melod.ie, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 50% Ariana Nichole 50%,Nikolas Korolog,"Pop, Synthpop, Electronic",Bitchy and upbeat electronic pop song,120,G,4/4,Ionian,3:22,"Elec Drums, Synth, Synth Pad, Synth Bass, Female Vox","Bitchy, Pop, Popular, Mean Girls, Electrical, Electicity, Neon, Technicolor, Main Street Parade","Apprehensive, Sweet, Unsure, Excited","Teen, Romance, Drama",?,5,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1044689659&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/lights-out-ariana-nichole"" title=""Lights Out - Ariana Nichole"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Lights Out - Ariana Nichole</a></div>",checked,,,,
Doors are Opening,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Pop, Tropical House","A female-vocal driven tropical house tune with a modern, futurebass aesthetic. Words are about new possibilities after a breakup.",108,Gm,4/4,Aeolian,3:02,"Synth, Synth Bass, Female Vox, Elec. Drums, Kalimba, Hang Drum ","Breakup, open relationship, lost love, I miss you, missing somebody, tropical, beach, ethnic, breaking up, drama, ocean, island, relationship problems, relationship, possibilities, new love, melancholy, jungle, rainforest, ","Carefree, Positive, Romantic, Cool, Hopeful, Sentimental","Romance, Romantic Comedy, Teen, Drama, Commercial",Kygo,1,,,-,,checked,Bailey vocalist (last name?),,,
Demon,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 80% Tanja Jeramaz 10% unofficial Kamran Adib 10% unofficial,Nikolas Korolog,"Pop, Tropical House","Grindy, sweaty, materialistic tropical house song featuring a synth flute drop ",185,Cm,4/4,Dorian,2:54,"Synth, Elec Drums, Synth Flute, Female Vox","tropical, driving, maserati, car, party, grinding, party, summer, beach","sexy, glamorous, driving, hot","romance, Teen, romantic comedy, drama","Kygo, Omi",5,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168957675%3Fsecret_token%3Ds-EUsTHruShY3&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/demon-master/s-EUsTHruShY3"" title=""Demon - Feat. Tanja Jeremaz"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Demon - Feat. Tanja Jeremaz</a></div>",checked,,,,
Drive Thru,Unpublished,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Rock,Weird and flirty song about fast food,,,4/4,Ionian,2:44,,"upbeat, funny, weird, happy, food, hungry, eating, fast food, dinner, lunch","Happy, Cheerful, Flirty",Commercial,?,1,,,-,,,,,,
Nepenthes,Atrium,Exclusive - Contact Atrium Music for licensing,Music from the Atrium 100%,"Nikolas Korolog, ASCAP 100%",Music from the Atrium,Rock,"A melodic, sampled guitar tune",80,Gb/F#,4/4,Ionian,1:55,"Guitar, Snaps, Drums, Bass","Uplfiting, Content, Melodic, Cheerful, casual, everyday, home improvement, ","Cheerful, happy, uplifting","Reality, Romance, Commercial",?,4,,,,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168957774%3Fsecret_token%3Ds-koNzCidC43K&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/nepenthes/s-koNzCidC43K"" title=""Nepenthes"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Nepenthes</a></div>",checked,,,,
My Tempo,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 85% Lexi Scatena 15% unofficial",Nikolas Korolog,"Rock, Electronic Rock","Fun funky, driving synthpop tune featuring a catchy falsetto chorus",102.5,Fm,4/4,Aeolian,3:17,"Elec Guitar, Synth, Synth Bass, Male Vox, Elec Drums","punchy, funky, driving, exciting, confident, successful, rock, club, pop, dance, ","exciting, hot, confident, ","romance, romantic comedy, commercial",like an electronic Finger 11,5,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168958674%3Fsecret_token%3Ds-FWtCWcct2Qf&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/my-tempo-master-1/s-FWtCWcct2Qf"" title=""My Tempo feat. Adam Cropper"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">My Tempo feat. Adam Cropper</a></div>",checked,"Niko Vocals, Adam Cropper",,,
Lazy Christmas,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Rock, Light",A laidback and contented christmas jam,70,Bm,4/4,Ionian,1:25,"Piano, Upright Bass, Drum Set, Celeste, Violins, Sleighbells","christmas, xmas, christmas tree, christmas decor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Charlie Brown, dope, the beatles, maxwell's silver hammer, lazy, content, laidback, beatles, ","Cheerful, Happy, Chill, Lethargic, Relaxing, Whimsical","Holiday, Commercial, Special Occasion, ",?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168960384%3Fsecret_token%3Ds-yws84JMRnBk&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/lazy-christmas-1/s-yws84JMRnBk"" title=""Lazy Christmas"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Lazy Christmas</a></div>",checked,,,,
Squareliner,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Rock, Metal",Heavy electronic hard rock tune with a punchy groove,75,Dm,4/4,Aeolian,2:10,"Synth, elec. guitar, drum set, synth bass","hardcore, heavy, metal, truck, action, extreme sports, atv, commercial, hard-hitting, rock, heavy metal, football, wrestling, sports, sport, ad, advertisement, hard core, skating, skateboard, skateboarding, red bull, energy drink, muddin","aggressive, dark, angry, confident, cool, determined, motivated, strong, triumphant","sports, commercial, video game, broadcast/news, action","Truck Commercial, X-games",3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168960717%3Fsecret_token%3Ds-rF1zzqTGc5X&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/squareliner/s-rF1zzqTGc5X"" title=""Squareliner"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Squareliner</a></div>",checked,,,,
Purple Heart,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Score,"Military chorale-style brass piece suitable for a military funeral, like Taps",70,Bbm,4/4,Aeolian,3:00,"Brass, Trumpet, Horns, Trombone, Strings","military, funeral, tragic, noble, death, taps, grave, mission, army","noble, melancholy, sad, grave","documentary, drama, scifi","James Horner, Apollo 13 soundtrack, Taps",5,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168961287%3Fsecret_token%3Ds-KgolcOEa1vO&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/purple-heart-master/s-KgolcOEa1vO"" title=""Purple Heart"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Purple Heart</a></div>",checked,,,,
Music Box,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 50%",Nikolas Korolog,Score,Simple and whimsical music box type tune,132,D,3/4,Ionian,1:17,"Harp, Bells, Flute, Bass","childish, cute, sweet, whimsical, kids, music box","cute, happy, whimsical","animation, commercial, children","Music Box, Babes in Toyland",3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168963933%3Fsecret_token%3Ds-h1RVwD16Unz&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/music-box1/s-h1RVwD16Unz"" title=""Music Box"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Music Box</a></div>",checked,,,,
Eastern Conflict,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Action",Punchy and dramatic orchestral fight scene or chase music,132,Fm,4/4,Aeolian,3:46,"Orchestra, Drums, Violins, Percussion, Horn, Gong","Drama, Action, Fight, Chinese, Japanese, Gong, kung fu, ninja, crouching tiger hidden dragon, sword, katana, scrapping, chase scene, chase, long, throwing star, kimono, karate, chaos, chaotic, atonal, harsh, acoustic, epic","Dramatic, Aggressive, Angry, dangerous, edgy, epic, menacing, powerful, scary, tense",Action,?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1168973209%3Fsecret_token%3Ds-fmadARsCO3K&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/eastern-conflict-1/s-fmadARsCO3K"" title=""Eastern Conflict"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Eastern Conflict</a></div>",checked,,,,
